sentences,axes,axes2,ptypes,dnames,vids,scores,scores2
It's a chart about car cylinders and fuel efficiency.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,1,2
It's a chart showing the relationship between a car's cylinders and its fuel efficiency.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,2,2
This chart shows the average miles per gallon for cars with different numbers of cylinders.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,3,2
"This chart clearly illustrates the average miles per gallon for cars, based on the number of cylinders.",Non-technical-Technical,Implicit-Explicit,query,cars,bar,4,2
"This bar chart explicitly shows the average miles per gallon for cars, categorized by the number of cylinders.",Non-technical-Technical,Implicit-Explicit,query,cars,bar,5,2
It's a chart about engine cylinders and fuel consumption.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,1,3
It's a chart showing the correlation between engine cylinders and fuel consumption.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,2,3
This chart shows the average miles per gallon for cars with different numbers of engine cylinders.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,3,3
"This chart clearly presents the average miles per gallon for cars, based on the number of engine cylinders.",Non-technical-Technical,Implicit-Explicit,query,cars,bar,4,3
"This bar chart explicitly presents the average miles per gallon for cars, categorized by the number of engine cylinders.",Non-technical-Technical,Implicit-Explicit,query,cars,bar,5,3
It's a chart about engine specifications and fuel economy.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,1,4
It's a chart showing the relationship between engine specifications and fuel economy.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,2,4
This chart shows the average miles per gallon for cars with different engine specifications.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,3,4
"This chart clearly illustrates the average miles per gallon for cars, based on engine specifications.",Non-technical-Technical,Implicit-Explicit,query,cars,bar,4,4
"This bar chart explicitly shows the average miles per gallon for cars, categorized by engine specifications.",Non-technical-Technical,Implicit-Explicit,query,cars,bar,5,4
It's a chart about engine cylinder count and fuel efficiency metrics.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,1,5
It's a chart showing the correlation between engine cylinder count and fuel efficiency metrics.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,2,5
This chart shows the average miles per gallon for vehicles with different engine cylinder counts.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,3,5
"This chart clearly presents the average miles per gallon for vehicles, based on engine cylinder count.",Non-technical-Technical,Implicit-Explicit,query,cars,bar,4,5
"This bar chart explicitly presents the average miles per gallon for vehicles, categorized by engine cylinder count.",Non-technical-Technical,Implicit-Explicit,query,cars,bar,5,5
"I feel like this bar chart is trying to show us something about the average miles per gallon for different numbers of cylinders, you know?",Subjective-Objective,Implicit-Explicit,query,cars,bar,1,1
"I think this bar chart is about the average miles per gallon for different numbers of cylinders, if you get what I mean.",Subjective-Objective,Implicit-Explicit,query,cars,bar,2,1
"In my opinion, this bar chart is showing the average miles per gallon for different numbers of cylinders.",Subjective-Objective,Implicit-Explicit,query,cars,bar,3,1
I believe this bar chart is clearly showing the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,4,1
"This bar chart, in my view, explicitly shows the average miles per gallon for different numbers of cylinders.",Subjective-Objective,Implicit-Explicit,query,cars,bar,5,1
"This bar chart seems to be about the average miles per gallon for different numbers of cylinders, right?",Subjective-Objective,Implicit-Explicit,query,cars,bar,1,2
"This bar chart, I guess, is about the average miles per gallon for different numbers of cylinders.",Subjective-Objective,Implicit-Explicit,query,cars,bar,2,2
"This bar chart, as I see it, is showing the average miles per gallon for different numbers of cylinders.",Subjective-Objective,Implicit-Explicit,query,cars,bar,3,2
"This bar chart, I reckon, clearly shows the average miles per gallon for different numbers of cylinders.",Subjective-Objective,Implicit-Explicit,query,cars,bar,4,2
"This bar chart, as I understand it, explicitly shows the average miles per gallon for different numbers of cylinders.",Subjective-Objective,Implicit-Explicit,query,cars,bar,5,2
"This bar chart could be about the average miles per gallon for different numbers of cylinders, couldn't it?",Subjective-Objective,Implicit-Explicit,query,cars,bar,1,3
This bar chart might be about the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,2,3
This bar chart is likely showing the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,3,3
This bar chart is clearly about the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,4,3
This bar chart explicitly shows the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,5,3
"This bar chart is about the average miles per gallon for different numbers of cylinders, isn't it?",Subjective-Objective,Implicit-Explicit,query,cars,bar,1,4
This bar chart is about the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,2,4
This bar chart is showing the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,3,4
This bar chart clearly shows the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,4,4
This bar chart explicitly shows the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,5,4
The bar chart is about the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,1,5
The bar chart is about the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,2,5
The bar chart shows the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,3,5
The bar chart clearly shows the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,4,5
The bar chart explicitly shows the average miles per gallon for different numbers of cylinders.,Subjective-Objective,Implicit-Explicit,query,cars,bar,5,5
Can you show me how much gas each type of car uses on a bar graph?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,1,1
Can you show me the average gas mileage for each type of engine on a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,2,1
Can you show me the mean MPG for each cylinder count in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,3,1
Can you depict the mean MPG for each distinct cylinder count in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,4,1
Can you illustrate the mean 'Miles Per Gallon' for each distinct 'Number of Cylinders' in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,5,1
Could you display the average gas usage for each type of car in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,1,2
Could you represent the average MPG for each type of engine in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,2,2
Could you represent the mean MPG for each cylinder count in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,3,2
Could you depict the mean MPG for each distinct cylinder count in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,4,2
Could you illustrate the mean 'Miles Per Gallon' for each distinct 'Number of Cylinders' in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,5,2
Would you mind showing the average gas usage for each type of car in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,1,3
Would you mind representing the average MPG for each type of engine in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,2,3
Would you mind representing the mean MPG for each cylinder count in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,3,3
Would you mind depicting the mean MPG for each distinct cylinder count in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,4,3
Would you mind illustrating the mean 'Miles Per Gallon' for each distinct 'Number of Cylinders' in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,5,3
I would appreciate if you could display the average gas usage for each type of car in a bar chart.,Colloquial-Standard,Non-technical-Technical,question,cars,bar,1,4
I would appreciate if you could represent the average MPG for each type of engine in a bar chart.,Colloquial-Standard,Non-technical-Technical,question,cars,bar,2,4
I would appreciate if you could represent the mean MPG for each cylinder count in a bar chart.,Colloquial-Standard,Non-technical-Technical,question,cars,bar,3,4
I would appreciate if you could depict the mean MPG for each distinct cylinder count in a bar chart.,Colloquial-Standard,Non-technical-Technical,question,cars,bar,4,4
I would appreciate if you could illustrate the mean 'Miles Per Gallon' for each distinct 'Number of Cylinders' in a bar chart.,Colloquial-Standard,Non-technical-Technical,question,cars,bar,5,4
I request you to display the average fuel consumption for each type of vehicle in a bar chart.,Colloquial-Standard,Non-technical-Technical,question,cars,bar,1,5
I request you to represent the average MPG for each type of engine in a bar chart.,Colloquial-Standard,Non-technical-Technical,question,cars,bar,2,5
I request you to represent the mean MPG for each cylinder count in a bar chart.,Colloquial-Standard,Non-technical-Technical,question,cars,bar,3,5
