sentences,axes,ptypes,dnames,vids,scores
"Maybe we could have a chart, with ""Displacement"" somewhere on the horizontal line, ""MPG"" somewhere on the vertical, and ""Origin"" influencing the color of the points?",Implicit-Explicit,command,cars,scatterColor,2
"Can you make a chart? Use ""Displacement"" and ""MPG"" as the axes, and let ""Origin"" decide the color of the points.",Implicit-Explicit,command,cars,scatterColor,3
"Please make a chart. ""Displacement"" should be on the x-axis, ""MPG"" on the y-axis, and the points should be colored according to ""Origin"".",Implicit-Explicit,command,cars,scatterColor,4
"I need you to create a point chart. The x-axis should be labeled ""Displacement"", the y-axis should be labeled ""MPG"", and the points on the chart should be colored based on their ""Origin"".",Implicit-Explicit,command,cars,scatterColor,5
"Look at this graph, it's showing ""Displacement"" and ""MPG"", and the colors are showing where it's from.",Colloquial-Standard,query,cars,scatterColor,1
"Check out this graph, it's got ""Displacement"" against ""MPG"", and the colors tell you the ""Origin"".",Colloquial-Standard,query,cars,scatterColor,2
"This graph is showing ""Displacement"" versus ""MPG"", with different colors indicating the ""Origin"".",Colloquial-Standard,query,cars,scatterColor,3
"The graph illustrates ""Displacement"" in relation to ""MPG"", with the ""Origin"" differentiated by color.",Colloquial-Standard,query,cars,scatterColor,4
"The chart delineates the correlation between ""Displacement"" and ""MPG"", with the variable ""Origin"" represented through color differentiation.",Colloquial-Standard,query,cars,scatterColor,5
"A picture showing how ""Displacement"" and ""MPG"" relate to each other, with different colors showing where they come from.",Non-technical-Technical,query,cars,scatterColor,1
"A graph showing the relationship between ""Displacement"" and ""MPG"", with different colors indicating their ""Origin"".",Non-technical-Technical,query,cars,scatterColor,2
"A diagram illustrating the correlation between ""Displacement"" and ""MPG"", differentiated by colors representing their ""Origin"".",Non-technical-Technical,query,cars,scatterColor,3
"A graphical representation of ""Displacement"" versus ""MPG"", with color coding to indicate ""Origin"".",Non-technical-Technical,query,cars,scatterColor,4
"A scatter plot delineating the correlation between ""Displacement"" and ""MPG"", with color differentiation signifying ""Origin"".",Non-technical-Technical,query,cars,scatterColor,5
"I think the point chart of ""Displacement"" vs ""MPG"", color-coded by ""Origin"" is a brilliant way to visualize the data.",Subjective-Objective,query,cars,scatterColor,1
"In my opinion, the point chart of ""Displacement"" vs ""MPG"", color-coded by ""Origin"" is a good representation of the data.",Subjective-Objective,query,cars,scatterColor,2
"The point chart of ""Displacement"" vs ""MPG"", color-coded by ""Origin"" seems to be a reasonable way to present the data.",Subjective-Objective,query,cars,scatterColor,3
"The point chart of ""Displacement"" vs ""MPG"", color-coded by ""Origin"" is a method to represent the data.",Subjective-Objective,query,cars,scatterColor,4
"The point chart represents ""Displacement"" vs ""MPG"", color-coded by ""Origin"".",Subjective-Objective,query,cars,scatterColor,5
"A visual representation where displacement and MPG are compared, with origin adding a splash of color.",Implicit-Explicit,query,cars,scatterColor,1
"A chart where you can see how displacement and MPG relate, with origin giving it some color.",Implicit-Explicit,query,cars,scatterColor,2
"A chart is showing the relationship between displacement and MPG, with the origin represented in different colors.",Implicit-Explicit,query,cars,scatterColor,3
"There's a chart that clearly shows the relationship between displacement and MPG, with different colors indicating the origin.",Implicit-Explicit,query,cars,scatterColor,4
"This is a chart that plots displacement against MPG, with the origin differentiated by color.",Implicit-Explicit,query,cars,scatterColor,5
"How does the ""miles per gallon"" change with ""engine size"" for different ""places it's made""?",Colloquial-Standard,question,cars,scatterColor,1
"How does the ""MPG"" change with ""engine size"" for different ""places of manufacture""?",Colloquial-Standard,question,cars,scatterColor,2
"How does the ""miles per gallon"" fluctuate with ""displacement"" for different ""origins""?",Colloquial-Standard,question,cars,scatterColor,3
"How does the ""miles per gallon"" correlate with ""displacement"" for different ""origins""?",Colloquial-Standard,question,cars,scatterColor,4
"How does the ""miles per gallon"" correspond with ""displacement"" for various ""origins""?",Colloquial-Standard,question,cars,scatterColor,5
How does the gas mileage change with the size of the car's engine for cars from different places?,Non-technical-Technical,question,cars,scatterColor,1
How does the fuel efficiency change with the engine size for cars from different countries?,Non-technical-Technical,question,cars,scatterColor,2
How does the miles per gallon change with the engine displacement for cars from different origins?,Non-technical-Technical,question,cars,scatterColor,3
"How does the fuel economy, measured in miles per gallon, change with the engine displacement for vehicles from different manufacturing origins?",Non-technical-Technical,question,cars,scatterColor,4
"How does the fuel consumption, quantified as miles per gallon, correlate with the volumetric displacement of the internal combustion engine for vehicles of diverse geographical origins?",Non-technical-Technical,question,cars,scatterColor,5
"What's your take on how the ""MPG"" changes with ""Displacement"" for different ""Origins""? I personally think there's a significant variation.",Subjective-Objective,question,cars,scatterColor,1
"I feel like the ""MPG"" might change a lot with ""Displacement"" for different ""Origins"", don't you think so?",Subjective-Objective,question,cars,scatterColor,2
"It seems like the ""MPG"" could possibly vary with ""Displacement"" for different ""Origins"", right?",Subjective-Objective,question,cars,scatterColor,3
"Can we observe any variation in ""MPG"" with ""Displacement"" for different ""Origins""?",Subjective-Objective,question,cars,scatterColor,4
"What is the variation in ""MPG"" with ""Displacement"" for different ""Origins""?",Subjective-Objective,question,cars,scatterColor,5
"What's the relationship between ""MPG"" and ""Displacement"" across various ""Origins""?",Implicit-Explicit,question,cars,scatterColor,1
"Can you see any patterns in ""MPG"" when you look at ""Displacement"" from different ""Origins""?",Implicit-Explicit,question,cars,scatterColor,2
"Is there a correlation between ""MPG"" and ""Displacement"" for different ""Origins""?",Implicit-Explicit,question,cars,scatterColor,3
"What is the variation in ""MPG"" with respect to ""Displacement"" for different ""Origins""?",Implicit-Explicit,question,cars,scatterColor,4
"Please provide a detailed analysis of how ""MPG"" changes with ""Displacement"" for each ""Origin"".",Implicit-Explicit,question,cars,scatterColor,5
"Whip up a dot chart, 'Origin' is the column, 'Weight' is the x-axis, and 'Acceleration' is the y-axis.",Colloquial-Standard,command,cars,scatterFaceted,1
"Make a point chart, with 'Origin' as the column, 'Weight' on the x-axis, and 'Acceleration' on the y-axis.",Colloquial-Standard,command,cars,scatterFaceted,2
"Could you create a point chart? Use 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis.",Colloquial-Standard,command,cars,scatterFaceted,3
"Please construct a point chart, designating 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis.",Colloquial-Standard,command,cars,scatterFaceted,4
"I request you to generate a point chart, assigning 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis.",Colloquial-Standard,command,cars,scatterFaceted,5
"Make a dot graph using 'Where it's from' for the up and down, 'How heavy it is' for the left and right, and 'How fast it gets going' for the depth.",Non-technical-Technical,command,cars,scatterFaceted,1
